Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
09/27/2023,Oklahoma,2021,3,2021-01-23,1310,1229,,159,24,45,14,59,,11,,260,42,447,408,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,4,2021-01-30,1171,1099,,153,21,36,,59,12,11,,241,32,365,338,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,5,2021-02-06,1054,986,,147,37,30,,55,14,10,,260,37,280,232,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,6,2021-02-13,986,910,11,140,45,30,,46,15,,,227,46,213,173,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,7,2021-02-20,1013,943,14,159,39,30,,57,,14,,258,47,182,157,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,8,2021-02-27,924,842,13,138,34,35,10,52,,12,,232,30,153,125,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,9,2021-03-06,882,794,,143,26,42,,53,,,,224,37,118,90,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,10,2021-03-13,842,770,,156,23,27,,43,,12,,225,33,68,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,11,2021-03-20,773,678,,126,25,21,11,29,,,,214,37,59,46,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,12,2021-03-27,828,770,,165,37,16,11,52,,,,215,27,54,42,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,13,2021-04-03,787,714,11,143,32,28,,52,10,,,223,29,44,29,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,14,2021-04-10,832,732,,165,31,17,13,41,,,,220,42,56,42,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,15,2021-04-17,782,705,,158,25,22,,42,,,,221,37,40,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,16,2021-04-24,786,704,,153,20,27,,47,,,,228,29,39,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,17,2021-05-01,739,667,,146,25,29,,52,,12,,213,28,14,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,18,2021-05-08,824,732,,161,27,32,12,47,,,,231,30,33,26,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,19,2021-05-15,789,701,,157,25,29,,44,,15,0,220,39,36,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/27/2023,Oklahoma,2021,20,2021-05-22,786,717,,158,42,28,,62,,,,206,27,20,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,21,2021-05-29,750,685,,153,27,29,,48,,11,,205,22,30,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,22,2021-06-05,757,653,,147,25,26,14,43,,,,192,31,21,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,23,2021-06-12,837,764,,151,31,24,13,55,,11,,244,45,33,27,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,24,2021-06-19,830,741,,167,28,24,11,47,12,,,224,36,25,19,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,25,2021-06-26,784,694,,156,29,33,,49,,,,211,29,29,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,26,2021-07-03,804,732,,172,22,29,10,58,,10,,212,35,26,19,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,27,2021-07-10,822,724,,172,37,26,12,44,,14,,194,37,33,25,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,28,2021-07-17,779,696,12,147,24,20,,55,,,,204,37,40,31,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,29,2021-07-24,846,773,,161,25,26,14,57,,,,212,45,57,54,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,30,2021-07-31,934,826,,173,22,34,,51,13,,,239,33,95,86,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,31,2021-08-07,941,856,,175,23,27,11,57,,,,197,35,160,146,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,32,2021-08-14,1016,934,,187,29,26,,54,,,,246,35,208,188,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,33,2021-08-21,1132,1036,,171,33,30,,58,11,13,,238,32,285,262,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,34,2021-08-28,1120,1011,,171,45,26,13,59,19,,,231,28,278,236,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,35,2021-09-04,1131,1046,,158,36,33,13,55,,,,206,29,339,310,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,36,2021-09-11,1137,1058,11,140,26,38,,55,,11,,255,45,319,284,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,37,2021-09-18,1108,1020,,141,43,22,,82,,10,,239,36,305,271,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,38,2021-09-25,1105,1010,,175,38,30,11,44,,,,233,37,278,241,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,39,2021-10-02,1061,968,,166,29,33,,43,,12,,223,35,248,222,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,40,2021-10-09,982,893,,143,23,32,11,55,,16,,236,33,187,163,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,41,2021-10-16,964,883,14,148,30,20,10,52,,,,262,26,162,147,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,42,2021-10-23,922,857,,157,34,37,,50,10,,,225,32,148,117,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,43,2021-10-30,921,825,,144,30,36,,60,,,,207,40,128,110,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,44,2021-11-06,909,813,,144,32,26,10,52,,,,240,32,113,88,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,45,2021-11-13,868,772,,173,37,32,,38,,,,218,41,92,77,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,46,2021-11-20,913,826,,170,37,22,,49,,10,,242,44,103,80,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,47,2021-11-27,864,796,,150,30,25,,66,,10,,216,30,95,79,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,48,2021-12-04,959,867,,166,15,39,23,57,,,10,221,37,114,102,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2021,49,2021-12-11,1017,936,,159,26,44,,76,,,,269,36,128,109,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,50,2021-12-18,1001,923,,155,42,27,,69,10,,,241,42,145,122,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2021,51,2021-12-25,1004,926,,148,29,37,14,65,,11,12,239,47,149,123,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
09/27/2023,Oklahoma,2021,52,2022-01-01,1035,948,,150,28,33,12,66,,11,,269,29,182,155,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,1,2022-01-08,1107,1019,,180,32,45,15,72,,11,,251,33,205,186,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,2,2022-01-15,1262,1171,,170,33,50,25,91,10,,0,283,43,293,247,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2022,3,2022-01-22,1303,1221,,157,34,49,19,75,,,,308,49,395,329,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,4,2022-01-29,1397,1311,,186,34,46,14,75,13,,,294,44,452,366,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,5,2022-02-05,1296,1218,,162,20,40,15,60,11,12,0,282,34,429,361,,,Suppressed (counts 1-9),,,,,,,,,,,,
09/27/2023,Oklahoma,2022,6,2022-02-12,1227,1136,,148,24,48,11,75,10,,,269,42,384,293,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,7,2022-02-19,1071,1000,,150,32,49,,71,,11,,253,26,272,199,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,8,2022-02-26,903,823,,142,30,31,,51,,13,,226,40,178,117,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,9,2022-03-05,985,885,,149,34,27,21,70,,12,0,226,35,153,112,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
09/27/2023,Oklahoma,2022,10,2022-03-12,918,825,,151,25,35,18,58,10,,,246,44,86,49,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,11,2022-03-19,883,812,,163,38,28,13,68,,,,253,37,68,38,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,12,2022-03-26,821,736,,166,33,24,13,56,,13,,206,32,52,29,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,13,2022-04-02,829,743,,161,39,21,,45,,10,,226,41,40,28,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,14,2022-04-09,796,710,,148,31,,,62,,,,221,38,30,10,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,15,2022-04-16,791,706,10,140,23,31,10,45,,,,219,37,36,16,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,16,2022-04-23,827,741,,167,35,36,,50,,11,,208,39,27,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,17,2022-04-30,784,684,13,149,29,19,,46,,,,201,40,21,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/27/2023,Oklahoma,2022,18,2022-05-07,796,729,,179,28,18,10,53,12,19,,217,28,27,12,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,19,2022-05-14,825,732,,166,22,32,18,44,,,,213,38,20,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/27/2023,Oklahoma,2022,20,2022-05-21,741,665,,158,26,22,,54,,,,199,26,18,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
09/27/2023,Oklahoma,2022,21,2022-05-28,790,698,,151,33,27,,53,,11,,214,33,17,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,22,2022-06-04,769,673,,141,29,26,,39,10,,,186,41,31,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,23,2022-06-11,796,706,,143,25,21,,52,,,,206,33,29,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,24,2022-06-18,817,708,,135,33,29,,60,,,,236,40,22,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,25,2022-06-25,801,720,10,147,25,31,12,63,,,,223,27,33,15,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,26,2022-07-02,791,695,,180,30,23,,42,,,,214,31,30,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,27,2022-07-09,822,724,,140,30,20,,51,,,,236,32,28,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,28,2022-07-16,907,804,,161,44,31,,72,,10,,249,30,49,31,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,29,2022-07-23,811,714,,165,22,36,,41,,,,205,23,45,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,30,2022-07-30,837,749,,168,36,27,,50,,,,234,34,54,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,31,2022-08-06,796,696,,145,25,24,,36,,,,219,33,53,33,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,32,2022-08-13,816,732,10,151,16,24,,55,,10,0,215,30,69,37,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
09/27/2023,Oklahoma,2022,33,2022-08-20,817,732,,162,30,22,,66,,,,191,32,72,38,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,34,2022-08-27,839,761,,159,21,35,11,51,13,,,233,38,60,34,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,35,2022-09-03,816,729,,156,26,25,,48,,,,221,27,47,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,36,2022-09-10,803,720,,160,33,31,,43,,10,,212,36,46,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,37,2022-09-17,875,767,,143,31,35,,53,11,12,,227,37,56,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,38,2022-09-24,818,720,,142,39,37,,45,,14,,215,32,59,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,39,2022-10-01,802,698,,158,25,26,11,32,,,,204,37,38,22,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,40,2022-10-08,810,712,,164,25,27,,64,,,,174,29,39,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,41,2022-10-15,804,732,,154,28,32,,46,13,12,,212,34,36,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,42,2022-10-22,823,736,,155,31,22,11,54,,13,,234,33,32,21,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,43,2022-10-29,797,711,,146,22,31,10,53,,,,221,32,35,17,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,44,2022-11-05,854,787,,202,27,29,13,49,,,,216,32,34,19,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,45,2022-11-12,828,726,,143,36,32,,63,,,,218,36,22,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,46,2022-11-19,837,748,,170,31,26,,55,,,,238,31,28,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,47,2022-11-26,883,796,,166,27,37,14,64,11,,,229,37,32,20,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,48,2022-12-03,977,871,12,176,32,35,31,74,,,,253,40,38,20,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,49,2022-12-10,927,843,,153,25,33,33,72,,10,,261,33,39,30,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,50,2022-12-17,891,804,,156,24,27,23,73,,11,,237,28,42,29,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,51,2022-12-24,965,868,,141,34,35,29,74,,10,,278,36,69,30,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2022,52,2022-12-31,1015,932,,152,32,36,27,72,14,14,,273,37,65,41,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2023,1,2023-01-07,1008,904,,138,41,28,29,69,,15,,279,34,73,46,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2023,2,2023-01-14,907,825,,143,30,37,17,73,,,,255,30,71,48,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2023,3,2023-01-21,920,841,,151,18,31,24,60,,,,258,37,56,35,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2023,4,2023-01-28,880,795,,141,25,31,,55,,13,,265,38,52,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
09/27/2023,Oklahoma,2023,5,2023-02-04,852,773,,169,28,31,,62,,,14,219,39,42,26,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2023,6,2023-02-11,858,788,,141,24,31,15,65,,10,21,257,30,52,36,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
09/27/2023,Oklahoma,2023,7,2023-02-18,838,759,,134,23,32,13,67,,,24,219,31,31,13,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2023,8,2023-02-25,854,764,,172,26,26,11,58,,13,14,220,33,39,13,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
09/27/2023,Oklahoma,2023,9,2023-03-04,851,784,16,162,21,28,12,53,,,44,232,28,38,28,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2023,10,2023-03-11,842,771,,139,24,29,12,56,,10,46,215,42,28,16,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
09/27/2023,Oklahoma,2023,11,2023-03-18,844,775,,144,31,27,12,49,14,11,23,229,42,34,13,,,Suppressed (counts 1-9),,,,,,,,,,,,
09/27/2023,Oklahoma,2023,12,2023-03-25,805,727,,132,27,23,11,48,10,,37,221,38,35,22,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2023,13,2023-04-01,838,767,,142,28,33,,75,,,31,209,42,35,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2023,14,2023-04-08,803,730,,164,27,23,12,47,,14,45,215,35,15,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
09/27/2023,Oklahoma,2023,15,2023-04-15,840,773,10,147,20,26,13,75,11,,33,221,34,22,14,,,,,,,,,,Suppressed (counts 1-9),,,,,
09/27/2023,Oklahoma,2023,16,2023-04-22,829,744,,150,18,25,14,61,13,13,28,218,26,15,,,,Suppressed (counts 1-9),,,,,,,,,,,,Suppressed (counts 1-9)
09/27/2023,Oklahoma,2023,17,2023-04-29,793,723,,153,31,29,,60,,,34,209,41,13,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
09/27/2023,Oklahoma,2023,18,2023-05-06,778,703,,143,28,22,17,58,,11,38,183,42,11,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
09/27/2023,Oklahoma,2023,19,2023-05-13,866,786,,162,33,31,,46,,,55,242,37,22,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
